編號,書名,所在冊, 起始頁碼, 所屬類別, 版本,出版商,藏書地, 封面圖片,封面信息, 書內備註,整理備注
133,錦绣食齋成道三卷,第二冊,537,龍舟,清末民國狀元坊內太平新街以文堂刻本,以文堂,廣東省立中山圖書館,无,"分類, 插畫, 書名, 書局信息, 畫家信息",題 以文堂 重訂,封面寫“龍舟”
134,錦绣食齋三卷,第二冊,543,无,民國廣州市第七甫醉經堂石印本,醉經堂,廣東省立中山圖書館,无,"書名, 書局信息",无,无
135,濶佬鬧嗅老舉一卷,第二冊,548,无,清末民國狀元坊內太平新街以文堂刻本,以文堂,復旦大學圖書館,无,"插畫, 書名, 書局信息",无,无
136,濶佬鬧老舉一卷,第二冊,551,无,清末民國第七甫五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,書名,无,封面書名為《鬧嗅老妓》
137,雙奶媽附薦一卷,第二冊,554,无,清末民國五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
138,新本雙陽宫主追夫南音一卷,第二冊,557,南音,清五桂堂刻本,廣州五桂堂,日本天理大學附屬天理圖書館,无,"分類, 插畫, 書名, 書局信息, 藥廠廣告",无,封面寫“好唱南音”，內頁寫“新本雙陽宫主追夫南音”
139,雙陽嘆五更一卷,第二冊,560,无,清五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 藥廠廣告",无,无
140,新本斷機教子一卷,第二冊,563,南音,清省城蘭經堂刻本,蘭經堂,德國巴伐利亞州立圖書館,无,"分類, 插畫, 書名, 書局信息",无,封面寫“南音”
141,斷機教子一卷,第二冊,566,无,民國廣州市第七甫五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 畫家信息, 藥廠廣告",无,无
142,勸戒殘肢二卷,第二冊,569,无,清第七甫五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"書名, 書局信息",无,封面書名為《文明放腳》
143,龍舟蘇小妹憶母嘆更一卷,第二冊,573,龍舟,清□□堂刻民國廣州第七甫五桂堂印本,廣州五桂堂,首都圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,內頁寫“龍舟蘇小妹憶母嘆更”
144,新出蘇娘寫血書一卷,第二冊,576,无,清載經堂刻本,載經堂,復旦大學圖書館,无,"插畫, 書名",无,无
145,重訂蘇娘寫血書一卷,第二冊,579,无,清末民國狀元坊內太平新街以文堂刻本,以文堂,廣州大典研究中心,无,"插畫, 書名, 書局信息, 畫家信息",无,无
146,新本蘇娘寫血書一卷,第二冊,582,龍舟,民國廣州市正興大街成文堂刻本,成文堂,首都圖書館,无,"分類, 插畫, 書名, 書局信息",无,封面寫“新出龍舟歌”
147,蘇娘嘆五更一卷,第二冊,585,龍舟,清□□堂刻民國廣州市正興大街成文堂印本,成文堂,首都圖書館,无,"分類, 插畫, 書名, 書局信息",无,封面寫“新出龍舟歌”
148,蘇娘嘆五更一卷,第二冊,588,无,民國廣州市第七甫醉經堂刻本,醉經堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 書局廣告",无,无
149,麗春吹簫一卷,第二冊,591,"南音, 龍舟",清五桂堂刻本,廣州五桂堂,復旦大學圖書館,无,"分類, 書名, 書局信息",无,封面寫“南音龍舟歌”
150,麗荷種花一卷,第二冊,594,无,清第七甫醉經堂刻本,醉經堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 書局廣告",无,无
151,關倫賣妹一卷,第二冊,597,无,民國廣州市第七甫醉經堂刻本,醉經堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 書局廣告",无,无
152,新本羅通逼命一卷,第二冊,600,南音,民國省港五桂堂刻本,廣州五桂堂,日本天理大學附屬天理圖書館,无,"分類, 插畫, 書名, 書局信息, 藥廠廣告",无,封面寫“好唱南音”
153,龍舟攔江截斗一卷,第二冊,603,龍舟,清□□堂刻民國廣州市太平新街以文堂印本,以文堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息",无,內頁寫“龍舟攔江截斗”
154,護絲女賣靚一卷,第二冊,607,无,清末民國狀元坊內太平新街以文堂刻本,以文堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
155,護絲女賣靚一卷,第二冊,610,无,清末民國禪山走馬路芹香閣刻本,芹香閣,佛山市順德圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
156,霸王别虞姬一卷,第二冊,613,无,清五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
157,驚醒夢新本百八鐘一卷,第二冊,616,龍舟,清末民國以文堂刻本,以文堂,臺北傅斯年圖書館,无,"分類, 插畫, 書名, 書局信息, 畫家信息",无,封面寫“新出龍舟”
158,新出贊樂意龍舟歌□□卷(存卷下),第二冊,619,龍舟,清同治九年趣緻堂刻本,趣緻堂,臺北傅斯年圖書館,无,"分類, 書名, 書局信息",无,封面寫“龍舟歌”
159,觀音十勸一卷,第二冊,622,无,清末民國廣州第七甫五桂堂刻本,廣州五桂堂,首都圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
160,觀音十勸一卷,第二冊,625,无,民國東莞普益書局鉛印本,普益書局,廣東省立中山圖書館,无,"書名, 書局信息, 書局廣告",冷影 編,无
161,觀音化銀全本一卷,第二冊,628,无,清以文堂刻民國香港荷里活道五桂堂印本,"以文堂, 香港五桂堂",英國倫敦大學亞非學院圖書館,无,"插畫, 書名, 書局信息, 書局廣告, 藥廠廣告",无,无
162,囑媳送衣一卷,第二冊,632,龍舟,清省城富桂堂刻本,富桂堂,復旦大學圖書館,无,"分類, 書名, 書局信息",題 龍舟松 撰,封面寫“新出龍舟歌”
163,重訂囑媳送衣一卷,第二冊,635,无,清末民國第七甫五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 藥廠廣告",无,无
164,粵謳一卷,第二冊,638,粵謳,清刻本,無信息,德國巴伐利亞州立圖書館,无,書名,无,无
165,粵謳一卷,第二冊,679,粵謳,清光緒二十九年羊城學院前守經堂刻本,守經堂,國家圖書館,无,"分類, 年份, 書名, 書局信息",題 招子庸 撰,无
166,新本再粵謳一卷,第二冊,705,粵謳,清省城五仙門口書坊賢經堂刻光緒十六年省城蘭經堂印本,"蘭經堂, 賢經堂",德國巴伐利亞州立圖書館,无,"分類, 年份, 書名, 書局信息",无,无
167,再粵謳一卷,第二冊,746,粵謳,清光緒二十七年省城狀元坊太平新街以文堂刻本,以文堂,國家圖書館,无,"書名, 書局信息",清 香迷子 輯,无
168,新粵謳解心不分卷,第二冊,764,粵謳,民國十二年刻本,無信息,廣東省立中山圖書館,无,書名,題 夢餘生 撰,无
169,十思起解心一卷,第二冊,797,龍舟,清省城學院前富桂堂刻本,富桂堂,復旦大學圖書館,无,"書名, 書局信息",題 龍舟松 撰,封面寫“新出龍舟歌”
170,十思起解心一卷,第二冊,800,无,清末民國香山石岐鑑記刻本,鑑記,廣州圖書館,无,"書名, 書局信息",无,无
171,重訂十思起解心一卷,第二冊,803,无,清末民國以文堂刻本,以文堂,廣州大典研究中心,无,"插畫, 書名, 書局信息, 藥廠廣告",題 以文堂 重訂，原書版框高一六〇毫米 寬一一〇毫米 ,无
172,十思起解心一卷,第二冊,806,"解心, 龍舟",民國廣州市正興大街成文堂刻本,成文堂,北京師範大學圖書館,无,"分類, 插畫, 書名, 書局信息",无,封面寫“新出龍舟歌”
173,新本五弄琵琶解心一卷,第二冊,809,"解心, 龍舟",清咸嘉巷三元堂刻本,三元堂,復旦大學圖書館,无,"分類, 書名, 書局信息",无,封面寫“新出龍舟歌”
174,水蛇容嘆五更解心一卷,第二冊,812,"解心, 龍舟",清末民國成文堂刻本,成文堂,首都圖書館,无,"分類, 書名, 書局信息",无,封面寫“新出龍舟歌”
175,新本什錦解肺一卷,第二冊,815,无,清末民國廣州市太平新街以文堂刻本,以文堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
176,摘錦解心弔秋喜一卷,第二冊,818,"解心, 龍舟",清末民國第七甫五桂堂刻本,廣州五桂堂,首都圖書館,无,"分類, 插畫, 書名, 書局信息",无,封面寫“龍舟歌”
177,摘錦解心弔秋喜一卷,第二冊,821,无,清末民國以文堂刻本,以文堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
178,新本古人字花解心一卷,第二冊,824,解心,清粵東省城太平新街以文堂刻本,以文堂,北京師範大學圖書館,无,"分類, 書名, 書局信息",无,封面寫“新本解心”
179,新本老女思夫嘆五更解心一卷,第二冊,827,无,清刻本,無信息,德國巴伐利亞州立圖書館,无,"插畫, 書名",无,无
180,新本花色冷淡解心一卷,第二冊,830,无,清省城廣文堂刻本,廣文堂,德國巴伐利亞州立圖書館,无,"插畫, 書名, 書局信息",无,无
181,新刻吴少姐憶母怨夫四季解心二卷,第二冊,833,"解心, 龍舟",清末民國五桂堂刻本,廣州五桂堂,日本天理大學附屬天理圖書館,无,"分類, 插畫, 書名, 書局信息, 畫家信息",无,封面寫“龍舟歌”
182,新諫酒色財氣解心一卷,第二冊,837,无,清□柱堂刻民國五桂堂印本,廣州五桂堂,日本天理大學附屬天理圖書館,无,"插畫, 書名, 書局信息",无,无
183,新鳥獸名解心一卷,第二冊,840,无,清刻本,無信息,德國巴伐利亞州立圖書館,无,"插畫, 書名",題 閒情居士 稿,无
184,新本福祿壽三星金樹開花解心二卷,第二冊,843,无,清末民國五桂堂刻本,廣州五桂堂,廣州大典研究中心,无,"插畫, 書名, 書局信息, 畫家信息",原書版框高一六〇毫米 寬一〇八毫米,无
185,新本賣瘋解心五卷,第二冊,847,"解心, 龍舟",民國廣州市太平新街以文堂刻本,以文堂,臺北傅斯年圖書館,无,"分類, 插畫, 書名, 書局信息, 畫家信息",无,封面寫“龍舟”
186,新本數菜名解心一卷,第二冊,850,无,民國廣州市太平新街以文堂刻本,以文堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
187,新出錢名解心一卷,第二冊,853,无,清省城□□堂刻民國廣州市第七甫醉經堂印本,醉經堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
188,禪房怨解心二卷,第二冊,856,无,清省城林興堂刻本,林興堂,德國巴伐利亞州立圖書館,无,"分類, 插畫, 書名, 書局信息",无,封面寫“解心”“馬头調”
189,新刻說唱一捧雪記四卷,第三冊,1,无,清省城第七甫□□堂刻民國省港五桂堂印本,廣州五桂堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,封面書名《梁天來八命申冤》
190,新刻正字唱說一捧雪六卷,第三冊,45,无,民國省港五桂堂刻本,廣州五桂堂,廣州大典研究中心,无,"插畫, 書名, 書局信息, 畫家信息, 藥廠廣告",原書版框高一六四毫米 寬一一五毫米,封面書名《梁天來告御狀八命申冤》
191,新刻機器板正字二度梅全本四卷,第三冊,92,无,民國省港五桂堂刻本,廣州五桂堂,廣州大典研究中心,无,"插畫, 書名, 書局信息, 書局廣告, 畫家信息, 藥廠廣告",原書版框高一六四二毫米 寬一一七毫米,无
192,第九才子書二荷花史四卷,第三冊,113,无,清華翰堂刻本,華翰堂,英國倫敦大學亞非學院圖書館,无,"書名, 書局信息",清 鍾映雪 批定,无
193,評點第九才子書二荷花史四卷,第三冊,156,无,清光緒十八年莞城教場街萃英樓刻本,萃英樓,廣東省立中山圖書館,无,"年份, 書名, 書局信息",清 鍾映雪 評訂，原書版框高一八〇毫米 寬一二三毫米,封面書名《新批繡像第九才子二荷》
194,新刻十二寡婦征西五集至九集三十卷,第三冊,204,无,清省城第七甫丹柱堂、榮德堂刻，清末民國第七甫五桂堂印本,"丹柱堂, 廣州五桂堂, 榮德堂",廣東省立中山圖書館,无,"故事情節/內容, 書名, 書局信息",題 閒情居士，清 馬學愚 訂，原書版框高一七〇毫米 寬一一三毫米,除第八集寫榮德堂藏板外，其餘四集均爲丹柱堂藏板。且各集封面版式統一
195,新選全本十五貫二卷,第三冊,459,无,清嘉慶元年學院對門廣文堂刻本,廣文堂,德國巴伐利亞州立圖書館,无,"年份, 書名, 書局信息",无,无
196,新刻十五貫金環記全本二卷,第三冊,483,无,清省城丹柱堂刻，粵東省城狀元坊內太平新街以文堂印本,"丹柱堂, 以文堂",中山大學中國非物質文化遺產研究中心,无,"插畫, 書名, 書局信息",原書版框高一五四毫米 寬一一二毫米,无
197,新緝七國孫臏全本四卷,第三冊,500,无,清翰經堂刻佛山文光樓印本,"文光樓, 翰經堂",國家圖書館,无,"故事情節/內容, 書名, 書局信息",原書版框高一六五毫米 寬一一三毫米,无
198,新刻三合明珠方倫全本四卷,第三冊,538,无,清省城五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 畫家信息",清 祁秀昌 選，原書版框高一六九毫米 寬一一五毫米,无
199,新選三合明珠寶劍全本初集至五續二十卷,第三冊,567,南音,清丹柱堂刻省城歸德門內學院前璧經堂印本,"丹柱堂, 璧經堂",國家圖書館,无,"分類, 插畫, 書名, 書局信息",无,封面寫“新刻南音全本”
200,新刻正字三合明珠寶劍全本初集至五集二十卷,第四冊,1,无,清末民國廣州以文堂 五桂堂刻本,"以文堂, 廣州五桂堂",廣州圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
201,新選三娘汲水智遠全傳四卷,第四冊,121,无,民國廣州市光復中路醉經書局刻本,醉經書局,復旦大學圖書館,无,"插畫, 書名, 書局信息, 書局廣告",清 程氏梅莊逸史 編輯，原書版框高一六六毫米 寬一二〇毫米,无
202,新選三娘汲水全本四卷(缺卷一卷二),第四冊,143,无,民國廣州市第七甫五桂堂刻本,廣州五桂堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
203,新刻三國志全書初集至四集十六卷,第四冊,158,无,清莞城富文堂 省城丹柱堂刻民國廣州市醉經堂印本,"丹柱堂, 富文堂, 醉經堂",中山大學圖書館,无,"插畫, 書名, 書局信息, 書局廣告, 畫家信息",原書版框高一六〇毫米 寬一一五毫米,封面寫《一才子三國初集》
204,新本袁青嬋金玉嬋宋月容相知還陽配合田生 天台三寶麗珠記全本前集六卷後集六卷,第四冊,287,无,清佛鎮福祿里文光樓刻本,文光樓,中山大學中國非物質文化遺產研究中心,无,"故事情節/內容, 書名, 書局信息",題 半醒居士 訂，原書版框高一六六毫米 寬一一〇毫米,另一藏本位於廣東省立中山圖書館，據兩個藏本對照影印
205,新選正字宋太祖下南唐初集至四集十六卷,第四冊,370,无,民國省港五桂堂刻石叻牛車水永成書莊印本,"廣州五桂堂, 永成書莊",廣州大典研究中心,无,"插畫, 書名, 書局信息, 藥廠廣告",无,无
206,新選大宋二下南唐全本四卷,第四冊,463,南音,清丹柱堂刻粵東省城狀元坊太平新街以文堂印本,"丹柱堂, 以文堂",首都圖書館,无,"分類, 書名, 書局信息",无,封面寫“新出南音”
207,接續三下南唐全本四卷,第四冊,494,无,清莞城萃英樓刻本,萃英樓,廣州大典研究中心,无,"故事情節/內容, 書名, 書局信息",无,无
208,新刻四下南唐尾花解語全本四卷,第四冊,528,无,清莞城萃英樓刻本,萃英樓,日本松浦恒雄先生藏本,无,"書名, 書局信息, 酒莊廣告",无,无
209,新刻正字大唐仁貴征西全本四卷,第四冊,555,无,民國廣州市第七甫五桂堂刻本,廣州五桂堂,廣州大典研究中心,无,"插畫, 書名, 書局信息, 書局廣告, 畫家信息, 藥廠廣告",原書版框高一六〇毫米 寬一一五毫米,无
210,接續大唐征西二棄梨花記四卷,第四冊,585,无,民國省港五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 畫家信息, 藥廠廣告",原書版框高一七〇毫米 寬一一八毫米,无
211,後續大唐三棄梨花全本四卷,第四冊,613,无,清莞城萃英樓刻本,萃英樓,廣州大典研究中心,无,"故事情節/內容, 書名, 書局信息",原書版框高一五二毫米 寬一一四毫米,无
212,後續大唐三棄梨花全本四卷,第四冊,643,南音,民國廣州市光復中路醉經書局刻本,醉經書局,廣州大典研究中心,无,"分類, 插畫, 書名, 書局信息, 書局廣告, 畫家信息",原書版框高一六〇毫米 寬一一〇毫米,封面寫“好唱南音”
213,新刻正字仁貴征東紅衣記全本四卷,第四冊,667,无,民國廣州市光復中路醉經書局刻本,醉經書局,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 書局廣告",原書版框高一七〇毫米 寬一一八毫米,封面書名“征東全”
214,新刻正字仁貴征東紅衣記全本四卷,第五冊,1,无,民國廣州市第七甫五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 書局廣告, 畫家信息, 藥廠廣告",原書版框高一六七毫米 寬一二〇毫米,无
215,後續仁貴征東丁山射雁全本四卷,第五冊,31,无,民國廣州市光復中路□□堂醉經書局印本,醉經書局,廣州大典研究中心,无,"插畫, 書名, 書局信息, 書局廣告",原書版框高一六五毫米 寬一一三毫米,无
216,新刻井底結釵全本六卷,第五冊,62,无,清莞城萃英樓刻民國廣州市太平新街以文堂印本,"以文堂, 萃英樓",中山大學中國非物質文化遺產研究中心,无,"插畫, 書名, 書局信息, 畫家信息",原書版框高一六三毫米 寬一一三毫米,无
217,新刻天賜花裙全本四卷,第五冊,105,无,清省城丹柱堂刻第七甫五桂堂印本,"丹柱堂, 廣州五桂堂",臺北傅斯年圖書館,无,"插畫, 書名, 書局信息",清 程氏梅莊逸史 編，原書版框高一八〇毫米 寬一一三毫米,无
218,新選五色神旗初集至四集十六卷,第五冊,134,无,清省城第七甫丹柱堂刻民國廣州市第七甫醉經堂印本,"丹柱堂, 醉經堂",英國倫敦大學亞非學院圖書館,无,"插畫, 書名, 書局信息, 畫家信息",題 閒情居士 撰,无
219,新選五色荷花全本六卷,第五冊,278,无,清光緒二十九年莞城孖廟前翰文堂刻本,翰文堂,復旦大學圖書館,无,"年份, 書名, 書局信息",无,无
220,新造五色蘭花全本四卷,第五冊,334,无,清莞城萃英樓刻本,萃英樓,國家圖書館,无,"故事情節/內容, 書名, 書局信息",清 尹志超 撰,无
221,新造五色蘭花全本四卷,第五冊,370,无,清第七甫五桂堂刻本,廣州五桂堂,佛山市博物館,无,"插畫, 書名, 書局信息, 畫家信息, 藥廠廣告",无,无
222,新選全本五虎平西初集至五集二十卷,第五冊,406,无,清佛山福祿大街脩竹齋刻光緒二十七年佛山芹香閣印本,"脩竹齋, 芹香閣",復旦大學圖書館,无,"年份, 書名, 書局信息",題 閒情居士 訂,无
223,新選全本五虎平南初集至四集十六卷,第五冊,577,无,清省城第七甫丹柱堂刻民國省港五桂堂印本,"丹柱堂, 廣州五桂堂",中山大學圖書館,无,"插畫, 書名, 書局信息, 藥廠廣告",原書版框高一六二毫米 寬一一四毫米,无
224,太子下漁舟初集至五集二十卷,第六冊,1,无,稿本,無信息,廣東省立中山圖書館,无,無封面,稿本,无
225,太子下漁舟初集至五集二十卷,第六冊,220,无,民國廣州市光復路省港五桂堂鉛印本,廣州五桂堂,中山大學圖書館,无,"插畫, 書名, 書局信息, 畫家信息, 藥廠廣告",原書版框高一六〇毫米 寬一一五毫米,无
226,訂緝新編日邊洪杏全本六卷,第六冊,338,无,清莞城萃英樓刻七甫丹柱堂印本,"丹柱堂, 萃英樓",復旦大學圖書館,无,"故事情節/內容, 書名, 書局信息",无,封面書名“日邊紅杏”
227,新刻正字反唐女媧鏡全本四卷,第六冊,399,无,民國廣州市第七甫醉經堂刻本,醉經堂,英國倫敦大學亞非學院圖書館,无,"插畫, 書名, 書局信息",无,无
228,新刻反唐女媧鏡全本四卷,第六冊,423,南音,民國香港荷里活道五桂堂刻本,香港五桂堂,法國陳慶浩先生藏本,无,"插畫, 書名, 書局信息, 書局廣告",原書版框高一六六毫米 寬一二〇毫米,封面寫“正字南音”
229,六女投江二卷,第六冊,454,无,民國鉛印本,無信息,佛山市順德圖書館,无,無封面,无,无
230,六女投江不分卷,第六冊,483,无,民國廣州市光復中路民智書店鉛印本,民智書店,廣州大典研究中心,无,書局廣告,无,无
231,新選全本六姑回門送嫁哭嘆時文三卷,第六冊,498,无,清省城廣文堂刻本,廣文堂,德國巴伐利亞州立圖書館,无,"故事情節/內容, 書名, 書局信息",无,无
232,訂正新刻全本六姑回門送嫁哭嘆時文三卷,第六冊,517,无,民國省港五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 畫家信息",原書版框高一六六毫米 寬一二〇毫米,无
233,新選六美圖初集至四集二十四卷,第六冊,532,无,清正同文堂刻民國佛山走馬路芹香閣印本,"正同文堂, 芹香閣",廣東省立中山圖書館,无,"故事情節/內容, 書名, 書局信息",題 閒情居士 訂， 原書版框高一七三毫米 寬一一二毫米,无
234,新撰南音火燒阿房宮三卷,第六冊,766,无,民國省港五桂堂石印本,廣州五桂堂,廣州大典研究中心,无,"插畫, 書名, 書局信息, 書局廣告",无,无
235,新刻玉葵寶扇四卷,第六冊,781,无,清省城醉經堂刻本,醉經堂,佛山市博物館,无,"故事情節/內容, 書名, 書局信息",无,无
236,新刻正字玉葵寶扇四卷,第七冊,1,无,清末民國粵東省城第七甫五桂堂刻本,廣州五桂堂,廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 藥廠廣告",原書版框高一五八毫米 寬一一五毫米,无
237,玉蘭全集一卷,第七冊,34,木魚,民國廣州市光復中華興書局鉛印本,華興書局,廣東省立中山圖書館,无,"分類, 書名, 書局信息",无,封面寫“最新木魚”
238,玉蘭全集一卷,第七冊,44,无,民國公益埠蘇杭街會文閣鉛印本,會文閣,廣州大典研究中心,无,"書名, 書局信息, 書局廣告",无,無封面，有封底信息
239,新選玉簫琴全本初集四卷二集四卷,第七冊,67,无,清芹香閣刻本,芹香閣,廣州圖書館,无,"書名, 書局信息", 清 程氏梅莊逸史 修輯，原書版框高一七二毫米 寬一一三毫米,无
240,新選石出香蓮記六卷,第七冊,125,无,清第七甫五桂堂刻本,廣州五桂堂,日本金文京先生藏本,无,"插畫, 書名, 書局信息, 畫家信息, 藥廠廣告",无,无
241,新訂四季蓮花全本四卷,第七冊,179,无,清佛山芹香閣刻民國廣州市光復中路醉經書局印本,"芹香閣, 醉經書局",中山大學圖書館,无,"分類, 插畫, 書名, 書局信息, 書局廣告",原書版框高一六二毫米 寬一一四毫米,无
242,新選全本生祭李彥貴二卷,第七冊,206,无,清省城翰經堂刻道光二十年德文堂印本,"德文堂, 翰經堂",日本京都大學人文科學研究所,无,"年份, 書名, 書局信息",无,无
243,新刻時興雷峰塔古蹟白蛇記全本四卷三十回,第七冊,221,南音,清聯益堂刻民國五桂堂印本,"廣州五桂堂, 聯益堂",廣東省立中山圖書館,无,"插畫, 書名, 書局信息, 書局廣告, 畫家信息, 藥廠廣告",无,內頁寫“雷峰塔南音”
244,新本白羅衫四卷,第七冊,244,无,清省城五桂堂刻本,廣州五桂堂,國家圖書館,无,"故事情節/內容, 書名, 書局信息",題 閒情居士 訂,无
245,新本白羅衫四卷,第七冊,282,无,清禪山會元樓刻民國廣州市第七甫醉經堂印本,"會元樓, 醉經堂",英國倫敦大學亞非學院圖書館,无,"插畫, 書名, 書局信息",題 閒情居士 訂，原書版框高一五四毫米 寬一一三毫米,无
246,新刻包公審郭槐龍鬚帕記全本二卷,第七冊,315,无,清□□堂刻民國廣州市太平新街以文堂印本,以文堂,臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",題 西堠居士 訂,无
247,老糠記二卷,第七冊,330,南音,清末民國廣州丹柱堂刻廣州醉經堂印本,"丹柱堂, 醉經堂",中山大學中國非物質文化遺產研究中心,无,"插畫, 書名, 書局信息",原書版框高一七〇毫米 寬一一五毫米,內頁書名《新出揸死仔依獻橋全本清唱南音老糠記》
248,接續再生緣新選再造天南音全本初集至四集十六卷十六回,第七冊,347,南音,清丹柱堂刻民國廣州市第七甫醉經堂印本,"丹柱堂, 醉經堂",中山大學圖書館,无,"插畫, 書名, 書局信息, 畫家信息",清 侯香葉夫人 訂，原書版框高一六二毫米 寬一一四毫米,无
249,新刻正字再生緣摘錦二卷,第七冊,538,无,清第七甫五桂堂刻本,廣州五桂堂,廣州圖書館,无,"書名, 書局信息, 畫家信息, 目錄, 藥廠廣告",原書版框高一五一毫米 寬一一一毫米,无
250,新刻正字再生緣摘錦二卷,第七冊,549,无,清末民國德文堂刻永成書莊印本,"德文堂, 永成書莊",廣州大典研究中心,无,"書名, 書局信息, 目錄",原書版框高一五二毫米 寬一一〇毫米,无
251,繡像全圖再生緣全傳□□卷(存卷七卷八),第七冊,557,无,民國石印本,無信息,廣州大典研究中心,无,無封面,无,无
252,新選原本西番棋子初集四卷,第七冊,573,无,清光緒二十一年芹香閣刻本,芹香閣,中山大學中國非物質文化遺產研究中心,无,"年份, 故事情節/內容, 書名, 書局信息",題 守拙主人 訂,无
253,後續西番棋子全本四卷,第七冊,611,无,清光緒二十一年芹香閣刻本,芹香閣,廣州圖書館,无,"年份, 故事情節/內容, 書名, 書局信息",題 閒情居士 訂,无
254,新刻正西番寶蝶全本二卷,第七冊,645,南音,民國五桂堂刻本,廣州五桂堂,日本京都大學人文科學研究所,无,"插畫, 書名, 書局信息, 書局廣告, 藥廠廣告",无,內頁插畫寫“南音”“挑線櫃”“文魁”
255,新刻繡像西廂第六才子全本二卷,第七冊,659,无,民國廣州市第七甫醉經堂刻本,醉經堂,中山大學圖書館,无,"插畫, 書名, 書局信息",原書版框高一六二毫米 寬一一四毫米,无
256,百八鐘十一卷,第七冊,672,无,清道光二十三年河南洪德大街文在茲刻本,文在茲,日本金文京先生藏本,无,書名,清 暘鼓瞽叟 撰,无
257,新本百八鐘不分卷,第七冊,700,无,清省城復初社刻雲梯閣印本,"復初社, 雲梯閣",廣州大典研究中心,无,"書名, 書局信息",无,无
258,朱買臣別妻一卷,第七冊,718,无,民國廣州市光復中路民智書店鉛印本,民智書店,廣東省立中山圖書館,无,"插畫, 書名, 書局信息",无,无
259,朱買臣別妻一卷,第七冊,727,木魚,民國公益埠蘇杭街會文閣鉛印本,會文閣,廣州大典研究中心,无,"書名, 書局信息",原書版框高一五九毫米 寬一〇〇毫米,封面“新出警世木魚”
260,伍員過關二卷,第七冊,737,无,清省城第七甫丹柱堂刻民國廣州市太平新街以文堂印本,"丹柱堂, 以文堂",臺北傅斯年圖書館,无,"插畫, 書名, 書局信息, 畫家信息",无,无
261,新刻花柳爭桃四卷(存卷二至卷四),第七冊,746,无,清道光九年莞城華翰堂刻本,華翰堂,廣州大典研究中心,无,"年份, 書名, 書局信息",无,无
262,靜淨齋第八才子書花箋記六卷(缺卷一),第八冊,1,无,清靜淨齋刻本,靜淨齋,法國國家圖書館,无,"書名, 書局信息",清 鐘戴蒼 批點,无
263,靜淨齋第八才子書花箋記六卷,第八冊,60,无,清福文堂刻本,福文堂,英國倫敦大學亞非學院圖書館,无,"書名, 書局信息",无,无
264,新刻正原本第八才子花箋書二卷,第八冊,176,无,清省城廣文堂刻本,廣文堂,德國巴伐利亞州立圖書館,无,"插畫, 書名, 書局信息",清 鐘映雪 評，清 廣文堂 訂,无
265,第八才子花箋書二卷,第八冊,202,无,民國大成書局刻本,大成書局,廣州大典研究中心,无,"插畫, 書名, 書局信息, 酒莊廣告",原書版框高一五六毫米 寬一一四毫米,无
266,新刻車龍花燈記二卷,第八冊,222,无,清汀城周日新堂刻本,周日新堂,國家圖書館,无,無封面,无,无
267,新刻正字車龍花燈記二卷,第八冊,237,无,民國廣州市第七甫醉經堂刻本,醉經堂,廣州大典研究中心,无,"故事情節/內容, 書名, 書局信息",原書版框高一五五毫米 寬一一二毫米,无
